<TICKER>,<PER>,<DATE>,<TIME>,<CLOSE>,<VOL>
SBER,60,20160315,160000,106.4100000,17953380
SBER,60,20160315,170000,106.5600000,11704810
SBER,60,20160315,180000,106.4600000,11017020
SBER,60,20160316,100000,107.0800000,9550380
SBER,60,20160316,110000,106.8300000,14280500
SBER,60,20160316,120000,106.6200000,7464190
SBER,60,20160316,130000,107.0000000,6344760
SBER,60,20160316,140000,106.7100000,2568610
SBER,60,20160316,150000,106.3600000,5260990
SBER,60,20160316,160000,106.8400000,9052250
SBER,60,20160316,170000,106.9900000,11713760
SBER,60,20160316,180000,107.0000000,9392630
SBER,60,20160317,100000,108.7000000,20667410
SBER,60,20160317,110000,109.1500000,12834700
SBER,60,20160317,120000,108.8700000,8338560
SBER,60,20160317,130000,108.4300000,9504400
SBER,60,20160317,140000,108.7300000,10123010
SBER,60,20160317,150000,108.7800000,5350270
SBER,60,20160317,160000,108.9700000,6488630
SBER,60,20160317,170000,109.1900000,8837150
SBER,60,20160317,180000,109.4700000,10705020
SBER,60,20160318,100000,109.1000000,9569520
SBER,60,20160318,110000,110.9600000,34575170
SBER,60,20160318,120000,111.3900000,14926790
SBER,60,20160318,130000,111.6500000,15422760
SBER,60,20160318,140000,111.7400000,17815090
SBER,60,20160318,150000,111.6600000,7764720
SBER,60,20160318,160000,111.8600000,8132330
SBER,60,20160318,170000,112.1000000,9616570
SBER,60,20160318,180000,112.4000000,16765870
SBER,60,20160321,100000,111.0600000,15699430
SBER,60,20160321,110000,112.3000000,19963940
SBER,60,20160321,120000,112.3000000,9219380
SBER,60,20160321,130000,111.4100000,9318710
SBER,60,20160321,140000,111.0500000,13225150
SBER,60,20160321,150000,110.9200000,15269760
SBER,60,20160321,160000,111.7500000,13520650
SBER,60,20160321,170000,111.6400000,13338290
SBER,60,20160321,180000,112.0700000,5842860
SBER,60,20160322,100000,113.7000000,25209800
SBER,60,20160322,110000,112.7800000,20256830
SBER,60,20160322,120000,111.9600000,11731260
SBER,60,20160322,130000,111.8100000,9818410
SBER,60,20160322,140000,111.6500000,4282010
SBER,60,20160322,150000,111.7200000,8626980
SBER,60,20160322,160000,111.4500000,5866760
SBER,60,20160322,170000,111.6700000,11670810
SBER,60,20160322,180000,111.4900000,10041570
SBER,60,20160323,100000,111.3900000,8430160
SBER,60,20160323,110000,111.9500000,10402940
SBER,60,20160323,120000,111.2900000,7183010
SBER,60,20160323,130000,111.1600000,5820060
SBER,60,20160323,140000,110.8500000,5022940
SBER,60,20160323,150000,109.9400000,18198270
SBER,60,20160323,160000,109.0700000,18677480
SBER,60,20160323,170000,108.8100000,15797170
SBER,60,20160323,180000,109.1000000,14526610
SBER,60,20160324,100000,108.1100000,15329310
SBER,60,20160324,110000,108.0100000,8343870
SBER,60,20160324,120000,108.5400000,13117710
SBER,60,20160324,130000,108.4900000,7570310
SBER,60,20160324,140000,108.6700000,7793570
SBER,60,20160324,150000,107.9900000,7342870
SBER,60,20160324,160000,107.5500000,15781490
SBER,60,20160324,170000,107.6900000,10210320
SBER,60,20160324,180000,108.0600000,7889530
SBER,60,20160325,100000,109.1400000,11949440
SBER,60,20160325,110000,108.9200000,4583890
SBER,60,20160325,120000,109.1000000,2445670
SBER,60,20160325,130000,109.2400000,2830460
SBER,60,20160325,140000,108.9600000,2354680
SBER,60,20160325,150000,109.2100000,2214360
SBER,60,20160325,160000,109.0000000,1324330
SBER,60,20160325,170000,109.0000000,2610110
SBER,60,20160325,180000,109.1000000,2584610
SBER,60,20160328,100000,109.8700000,6739690
SBER,60,20160328,110000,109.1400000,6866870
SBER,60,20160328,120000,108.0500000,9148940
SBER,60,20160328,130000,108.1500000,3989680
SBER,60,20160328,140000,108.3000000,4793580
SBER,60,20160328,150000,108.1800000,3080910
SBER,60,20160328,160000,108.0500000,8797730
SBER,60,20160328,170000,108.0800000,3001160
SBER,60,20160328,180000,108.1200000,3039500
SBER,60,20160329,100000,107.4000000,11356080
SBER,60,20160329,110000,107.2700000,5405340
SBER,60,20160329,120000,106.0800000,17150510
SBER,60,20160329,130000,106.0900000,8456620
SBER,60,20160329,140000,105.8100000,14630550
SBER,60,20160329,150000,106.2600000,6697160
SBER,60,20160329,160000,106.3200000,5198330
SBER,60,20160329,170000,106.4400000,11365080
SBER,60,20160329,180000,107.0500000,6546850
SBER,60,20160330,100000,107.8300000,20966760
SBER,60,20160330,110000,108.1000000,8594860
SBER,60,20160330,120000,108.2000000,5120940
SBER,60,20160330,130000,108.7100000,12738960
SBER,60,20160330,140000,108.7700000,5875830
SBER,60,20160330,150000,109.0000000,4702130
SBER,60,20160330,160000,109.6400000,9866100
SBER,60,20160330,170000,109.6000000,6460020
SBER,60,20160330,180000,109.1500000,9854070
SBER,60,20160331,100000,107.5200000,18747580
SBER,60,20160331,110000,108.2800000,12390560
SBER,60,20160331,120000,109.0900000,10655080
SBER,60,20160331,130000,109.2500000,7469650
SBER,60,20160331,140000,109.5200000,10775030
SBER,60,20160331,150000,109.3200000,6140680
SBER,60,20160331,160000,109.9300000,17318650
SBER,60,20160331,170000,109.4800000,14289860
SBER,60,20160331,180000,109.9000000,8676990
SBER,60,20160401,100000,108.7100000,17821910
SBER,60,20160401,110000,108.7200000,5948010
SBER,60,20160401,120000,107.8500000,14477580
SBER,60,20160401,130000,107.8200000,7576710
SBER,60,20160401,140000,107.8800000,6540140
SBER,60,20160401,150000,107.4900000,13445380
SBER,60,20160401,160000,107.3300000,11900210
SBER,60,20160401,170000,108.4200000,12924720
SBER,60,20160401,180000,108.5200000,10527050
SBER,60,20160404,100000,108.1300000,14655260
SBER,60,20160404,110000,108.6800000,9035590
SBER,60,20160404,120000,108.9600000,10620370
SBER,60,20160404,130000,108.7000000,6003760
SBER,60,20160404,140000,108.7700000,3515950
SBER,60,20160404,150000,108.8000000,5286000
SBER,60,20160404,160000,109.5300000,11595990
SBER,60,20160404,170000,108.3300000,12081570
SBER,60,20160404,180000,108.2000000,7612960
SBER,60,20160405,100000,106.9400000,15180910
SBER,60,20160405,110000,107.2700000,11891330
SBER,60,20160405,120000,106.7800000,6394620
SBER,60,20160405,130000,106.6100000,12999360
SBER,60,20160405,140000,106.6900000,5712710
SBER,60,20160405,150000,106.3400000,4532170
SBER,60,20160405,160000,106.4400000,7305140
SBER,60,20160405,170000,106.4300000,5026930
SBER,60,20160405,180000,106.8700000,6454490
SBER,60,20160406,100000,107.5100000,16551600
SBER,60,20160406,110000,107.5500000,6458090
SBER,60,20160406,120000,107.5800000,6655750
SBER,60,20160406,130000,107.4400000,2482470
SBER,60,20160406,140000,107.7700000,3444630
SBER,60,20160406,150000,107.3800000,7254760
SBER,60,20160406,160000,107.1200000,5733140
SBER,60,20160406,170000,107.7400000,11681080
SBER,60,20160406,180000,108.0000000,15132150
SBER,60,20160407,100000,108.8300000,13092790
SBER,60,20160407,110000,108.9700000,12866010
SBER,60,20160407,120000,108.3900000,8908400
SBER,60,20160407,130000,108.1900000,14498190
SBER,60,20160407,140000,108.1300000,4894180
SBER,60,20160407,150000,108.1800000,3938080
SBER,60,20160407,160000,108.4000000,5750850
SBER,60,20160407,170000,108.5000000,12085950
SBER,60,20160407,180000,108.5100000,4163980
SBER,60,20160408,100000,108.9500000,9036030
SBER,60,20160408,110000,109.4700000,13609690
SBER,60,20160408,120000,110.2300000,20150780
SBER,60,20160408,130000,111.1900000,18666260
SBER,60,20160408,140000,111.1900000,4673390
SBER,60,20160408,150000,111.4900000,9109030
SBER,60,20160408,160000,111.9900000,13381840
SBER,60,20160408,170000,112.8800000,22454420
SBER,60,20160408,180000,112.9200000,13316190
SBER,60,20160411,100000,114.8400000,30672610
SBER,60,20160411,110000,116.0000000,31737150
SBER,60,20160411,120000,116.2000000,19962660
SBER,60,20160411,130000,116.4200000,6067890
SBER,60,20160411,140000,116.4900000,5752350
SBER,60,20160411,150000,117.6000000,12220880
SBER,60,20160411,160000,116.6600000,22719790
SBER,60,20160411,170000,116.0000000,10840210
SBER,60,20160411,180000,117.3500000,10667950
SBER,60,20160412,100000,118.0000000,31947940
SBER,60,20160412,110000,117.2600000,13174080
SBER,60,20160412,120000,117.4400000,9963920
SBER,60,20160412,130000,116.1600000,13082620
SBER,60,20160412,140000,116.8900000,10261050
SBER,60,20160412,150000,116.9500000,7681400
SBER,60,20160412,160000,117.0400000,10229530
SBER,60,20160412,170000,118.1700000,15363810
SBER,60,20160412,180000,117.9500000,9282750
SBER,60,20160413,100000,118.8500000,17621870
SBER,60,20160413,110000,118.3700000,14289480
SBER,60,20160413,120000,118.4300000,9013570
SBER,60,20160413,130000,118.4100000,5793310
SBER,60,20160413,140000,118.6000000,6589140
SBER,60,20160413,150000,118.1600000,5245050
SBER,60,20160413,160000,118.9600000,14650160
SBER,60,20160413,170000,119.3900000,19199510
SBER,60,20160413,180000,119.5000000,10940870
SBER,60,20160414,100000,118.8400000,13146320
SBER,60,20160414,110000,119.3500000,9222680
SBER,60,20160414,120000,118.5500000,10634920
SBER,60,20160414,130000,118.3900000,8424140
SBER,60,20160414,140000,118.5400000,11979030
SBER,60,20160414,150000,118.7700000,7402040
SBER,60,20160414,160000,118.4500000,11764960
SBER,60,20160414,170000,119.2200000,10463590
SBER,60,20160414,180000,119.3000000,4907530
SBER,60,20160415,100000,119.4400000,16516050
SBER,60,20160415,110000,119.3600000,7815200
SBER,60,20160415,120000,119.4700000,4307240
SBER,60,20160415,130000,119.4500000,3349990
SBER,60,20160415,140000,118.7500000,7872950
SBER,60,20160415,150000,118.6000000,10422650
SBER,60,20160415,160000,118.5900000,5849340
SBER,60,20160415,170000,119.2500000,6608650
SBER,60,20160415,180000,119.3000000,7715810
SBER,60,20160418,100000,117.3200000,18939700
SBER,60,20160418,110000,117.2100000,6636750
SBER,60,20160418,120000,117.6900000,9575880
SBER,60,20160418,130000,117.4000000,4677510
SBER,60,20160418,140000,117.2700000,3750720
SBER,60,20160418,150000,116.3400000,18900320
SBER,60,20160418,160000,116.3600000,7479350
SBER,60,20160418,170000,116.8100000,6907900
SBER,60,20160418,180000,118.2000000,14668440
SBER,60,20160419,100000,120.5900000,27680980
SBER,60,20160419,110000,121.2800000,16424120
SBER,60,20160419,120000,122.9500000,22765410
SBER,60,20160419,130000,122.2300000,8780570
SBER,60,20160419,140000,122.2600000,8602210
SBER,60,20160419,150000,121.3100000,14334140
SBER,60,20160419,160000,121.6900000,13937160
SBER,60,20160419,170000,122.1900000,14515890
SBER,60,20160419,180000,121.5000000,10584150
SBER,60,20160420,100000,121.4800000,26400390
SBER,60,20160420,110000,120.8300000,9788680
SBER,60,20160420,120000,121.7900000,7962090
SBER,60,20160420,130000,121.6200000,4804150
SBER,60,20160420,140000,122.5000000,12012650
SBER,60,20160420,150000,122.3000000,10454800
SBER,60,20160420,160000,123.2900000,11503750
SBER,60,20160420,170000,123.0900000,10029760
SBER,60,20160420,180000,123.7500000,11360500
SBER,60,20160421,100000,123.5700000,42557750
SBER,60,20160421,110000,122.5700000,24839210
SBER,60,20160421,120000,122.2900000,15572260
SBER,60,20160421,130000,120.3900000,19075070
SBER,60,20160421,140000,120.8800000,10775490
SBER,60,20160421,150000,120.5300000,10228400
SBER,60,20160421,160000,119.0200000,25008680
SBER,60,20160421,170000,119.2600000,25089110
SBER,60,20160421,180000,119.1700000,8518670
SBER,60,20160422,100000,119.5900000,11611760
SBER,60,20160422,110000,119.0400000,16493680
SBER,60,20160422,120000,119.3400000,17429380
SBER,60,20160422,130000,119.7200000,7506040
SBER,60,20160422,140000,120.1700000,7956480
SBER,60,20160422,150000,120.5200000,5669170
SBER,60,20160422,160000,120.3100000,10764240
SBER,60,20160422,170000,121.0700000,13809760
SBER,60,20160422,180000,121.2500000,11728010
SBER,60,20160425,100000,121.1900000,11603710
SBER,60,20160425,110000,120.7700000,3143540
SBER,60,20160425,120000,120.0200000,11723840
SBER,60,20160425,130000,120.1300000,5334820
SBER,60,20160425,140000,120.1800000,3079700
SBER,60,20160425,150000,120.7900000,8515860
SBER,60,20160425,160000,121.0800000,4677650
SBER,60,20160425,170000,119.9900000,11099220
SBER,60,20160425,180000,120.0800000,8157770
SBER,60,20160426,100000,119.1500000,11025440
SBER,60,20160426,110000,118.3200000,10771780
SBER,60,20160426,120000,118.2400000,8421220
SBER,60,20160426,130000,118.2000000,6620620
SBER,60,20160426,140000,117.2400000,15334830
SBER,60,20160426,150000,117.2900000,6690880
SBER,60,20160426,160000,117.6900000,8435630
SBER,60,20160426,170000,119.3900000,13174410
SBER,60,20160426,180000,119.7000000,7086170
SBER,60,20160427,100000,121.3000000,17501570
SBER,60,20160427,110000,120.9400000,7455610
SBER,60,20160427,120000,121.3300000,6346340
SBER,60,20160427,130000,121.2800000,6260150
SBER,60,20160427,140000,122.1900000,11566320
SBER,60,20160427,150000,121.8700000,5613380
SBER,60,20160427,160000,121.9500000,4776100
SBER,60,20160427,170000,120.1500000,18877670
SBER,60,20160427,180000,120.8000000,12295290
SBER,60,20160428,100000,120.9800000,9859730
SBER,60,20160428,110000,121.4700000,10225040
SBER,60,20160428,120000,121.3500000,6773660
SBER,60,20160428,130000,121.3200000,3652840
SBER,60,20160428,140000,121.5400000,4151240
SBER,60,20160428,150000,123.9500000,20669540
SBER,60,20160428,160000,124.0700000,14263960
SBER,60,20160428,170000,123.7700000,7542710
SBER,60,20160428,180000,124.3900000,8964370
SBER,60,20160429,100000,125.2800000,22774070
SBER,60,20160429,110000,124.6900000,6772270
SBER,60,20160429,120000,125.0200000,8406770
SBER,60,20160429,130000,125.1000000,12003130
SBER,60,20160429,140000,123.9300000,13642190
SBER,60,20160429,150000,123.8000000,4235590
SBER,60,20160429,160000,122.7500000,12190710
SBER,60,20160429,170000,122.9500000,13649600
SBER,60,20160429,180000,123.5500000,9109620
SBER,60,20160504,100000,121.2600000,15310860
SBER,60,20160504,110000,120.1200000,12070980
SBER,60,20160504,120000,119.8200000,10463720
SBER,60,20160504,130000,119.9300000,4724540
SBER,60,20160504,140000,119.5100000,11159560
SBER,60,20160504,150000,120.6300000,7686210
SBER,60,20160504,160000,120.7000000,7086690
SBER,60,20160504,170000,120.1600000,8577950
SBER,60,20160504,180000,120.9600000,7777540
SBER,60,20160505,100000,121.3100000,12114730
SBER,60,20160505,110000,121.0500000,4399750
SBER,60,20160505,120000,121.1300000,2369190
SBER,60,20160505,130000,120.9000000,5359250
SBER,60,20160505,140000,121.5400000,3996260
SBER,60,20160505,150000,122.1800000,7064940
SBER,60,20160505,160000,121.1000000,8069210
SBER,60,20160505,170000,120.8000000,7440990
SBER,60,20160505,180000,120.9200000,5154280
SBER,60,20160506,100000,119.9100000,10578560
SBER,60,20160506,110000,119.4300000,10741400
SBER,60,20160506,120000,118.8500000,7836200
SBER,60,20160506,130000,118.6000000,5276600
SBER,60,20160506,140000,118.5800000,4006460
SBER,60,20160506,150000,118.7800000,5377190
SBER,60,20160506,160000,120.2900000,11617450
SBER,60,20160506,170000,120.0000000,8322740
SBER,60,20160506,180000,120.6400000,6490120
SBER,60,20160510,100000,119.9500000,15645130
SBER,60,20160510,110000,120.1500000,6882650
SBER,60,20160510,120000,120.1100000,5910650
SBER,60,20160510,130000,119.8500000,5124620
SBER,60,20160510,140000,118.7800000,10655720
SBER,60,20160510,150000,119.0800000,4391310
SBER,60,20160510,160000,119.3600000,4607310
SBER,60,20160510,170000,119.3000000,7620470
SBER,60,20160510,180000,119.5500000,5265020
SBER,60,20160511,100000,119.9600000,10069560
SBER,60,20160511,110000,121.3800000,9865260
SBER,60,20160511,120000,122.3200000,14078820
SBER,60,20160511,130000,122.5500000,8986420
SBER,60,20160511,140000,122.7000000,3448230
SBER,60,20160511,150000,122.7500000,4543520
SBER,60,20160511,160000,122.1400000,7028370
SBER,60,20160511,170000,123.0300000,16279030
SBER,60,20160511,180000,123.4500000,11015690
SBER,60,20160512,100000,123.8100000,17405610
SBER,60,20160512,110000,122.8000000,13478340
SBER,60,20160512,120000,122.9300000,8462690
SBER,60,20160512,130000,122.4400000,3760120
SBER,60,20160512,140000,122.5400000,5701670
SBER,60,20160512,150000,122.2200000,3920330
SBER,60,20160512,160000,122.4300000,8485760
SBER,60,20160512,170000,121.5100000,12084330
SBER,60,20160512,180000,121.2000000,8725820
SBER,60,20160513,100000,121.3000000,10902610
SBER,60,20160513,110000,120.5400000,7424440
SBER,60,20160513,120000,119.9900000,8472700
SBER,60,20160513,130000,120.6500000,5354810
SBER,60,20160513,140000,120.8800000,7010320
SBER,60,20160513,150000,121.0000000,2743780
SBER,60,20160513,160000,120.9800000,6226770
SBER,60,20160513,170000,120.8000000,6527990
SBER,60,20160513,180000,121.0700000,9015380
SBER,60,20160516,100000,122.8000000,11284930
SBER,60,20160516,110000,122.8000000,5159210
SBER,60,20160516,120000,123.2500000,5685850
SBER,60,20160516,130000,123.2100000,2264870
SBER,60,20160516,140000,123.3700000,3974500
SBER,60,20160516,150000,122.9000000,6526330
SBER,60,20160516,160000,123.0000000,6625260
SBER,60,20160516,170000,121.9100000,10536610
SBER,60,20160516,180000,122.6000000,6916500
SBER,60,20160517,100000,122.1200000,10058220
SBER,60,20160517,110000,122.0300000,9286270
SBER,60,20160517,120000,121.4500000,7775550
SBER,60,20160517,130000,121.0000000,7663610
SBER,60,20160517,140000,121.2100000,5951530
SBER,60,20160517,150000,121.1500000,7251660
SBER,60,20160517,160000,122.2000000,8068170
SBER,60,20160517,170000,122.3000000,8013130
SBER,60,20160517,180000,122.7100000,8420320
SBER,60,20160518,100000,121.9600000,6387840
SBER,60,20160518,110000,122.3400000,2928630
SBER,60,20160518,120000,122.4500000,6972090
SBER,60,20160518,130000,122.5600000,1955290
SBER,60,20160518,140000,122.3500000,3405520
SBER,60,20160518,150000,122.2400000,3158890
SBER,60,20160518,160000,123.4000000,7068200
SBER,60,20160518,170000,122.9400000,9367310
SBER,60,20160518,180000,123.1200000,8775040
SBER,60,20160519,100000,121.8200000,13770850
SBER,60,20160519,110000,121.3600000,7677630
SBER,60,20160519,120000,121.3900000,4459910
SBER,60,20160519,130000,121.3800000,3845460
SBER,60,20160519,140000,121.8400000,5393470
SBER,60,20160519,150000,121.4300000,5432120
SBER,60,20160519,160000,120.8000000,10072160
SBER,60,20160519,170000,121.2200000,14607350
SBER,60,20160519,180000,120.5000000,7004930
SBER,60,20160520,100000,121.5700000,11461810
SBER,60,20160520,110000,122.1000000,8383180
SBER,60,20160520,120000,121.3800000,9113360
SBER,60,20160520,130000,120.9700000,3930050
SBER,60,20160520,140000,121.1200000,2256490
SBER,60,20160520,150000,121.3600000,2609550
SBER,60,20160520,160000,121.5800000,5072850
SBER,60,20160520,170000,121.5500000,5736600
SBER,60,20160520,180000,121.9000000,5354790
SBER,60,20160523,100000,121.1500000,8125580
SBER,60,20160523,110000,120.9000000,4114690
SBER,60,20160523,120000,120.7800000,3595100
SBER,60,20160523,130000,120.6100000,7063930
SBER,60,20160523,140000,120.9400000,2983660
SBER,60,20160523,150000,120.5900000,3269200
SBER,60,20160523,160000,120.6400000,8186220
SBER,60,20160523,170000,121.5600000,10635680
SBER,60,20160523,180000,121.5100000,8410270
SBER,60,20160524,100000,121.8200000,6808660
SBER,60,20160524,110000,122.0100000,4978600
SBER,60,20160524,120000,121.8900000,2907410
SBER,60,20160524,130000,122.3100000,5441520
SBER,60,20160524,140000,122.8000000,6296390
SBER,60,20160524,150000,123.0900000,7542140
SBER,60,20160524,160000,123.0600000,5708790
SBER,60,20160524,170000,123.6500000,9083420
SBER,60,20160524,180000,123.5000000,8100850
SBER,60,20160525,100000,126.9500000,38682630
SBER,60,20160525,110000,127.1700000,13299650
SBER,60,20160525,120000,127.0500000,7192790
SBER,60,20160525,130000,126.9900000,4993620
SBER,60,20160525,140000,127.1100000,4707540
SBER,60,20160525,150000,128.1200000,12111600
SBER,60,20160525,160000,127.2800000,12566800
SBER,60,20160525,170000,127.1500000,10459800
SBER,60,20160525,180000,127.8700000,9961620
SBER,60,20160526,100000,127.5200000,14617830
SBER,60,20160526,110000,127.1300000,5206220
SBER,60,20160526,120000,129.7000000,19596870
SBER,60,20160526,130000,131.2900000,24756610
SBER,60,20160526,140000,132.6000000,20909710
SBER,60,20160526,150000,132.1400000,8211260
SBER,60,20160526,160000,131.8800000,10575590
SBER,60,20160526,170000,131.5400000,14577490
SBER,60,20160526,180000,132.1600000,6705960
SBER,60,20160527,100000,133.9700000,26970030
SBER,60,20160527,110000,132.2200000,12728970
SBER,60,20160527,120000,132.3800000,11691170
SBER,60,20160527,130000,132.3500000,5177280
SBER,60,20160527,140000,132.3500000,3717110
SBER,60,20160527,150000,132.4100000,5358280
SBER,60,20160527,160000,132.7200000,7385750
SBER,60,20160527,170000,133.3500000,7393090
SBER,60,20160527,180000,133.2000000,6734180
SBER,60,20160530,100000,134.0900000,11184680
SBER,60,20160530,110000,132.6300000,5965730
SBER,60,20160530,120000,133.1300000,2424700
SBER,60,20160530,130000,133.6500000,3170430
SBER,60,20160530,140000,133.0300000,2687580
SBER,60,20160530,150000,133.1500000,1361680
SBER,60,20160530,160000,133.5400000,1320550
SBER,60,20160530,170000,133.8400000,3820400
SBER,60,20160530,180000,134.4500000,5621320
SBER,60,20160531,100000,134.1100000,14822690
SBER,60,20160531,110000,134.5300000,6980930
SBER,60,20160531,120000,135.6000000,13719420
SBER,60,20160531,130000,134.8800000,6427210
SBER,60,20160531,140000,135.3200000,7476000
SBER,60,20160531,150000,134.5000000,6872260
SBER,60,20160531,160000,134.8000000,6537400
SBER,60,20160531,170000,134.1200000,11544710
SBER,60,20160531,180000,132.5600000,18913120
SBER,60,20160601,100000,132.7200000,11278050
SBER,60,20160601,110000,131.9000000,5748550
SBER,60,20160601,120000,132.4100000,5645760
SBER,60,20160601,130000,132.3200000,3461180
SBER,60,20160601,140000,132.5300000,2587220
SBER,60,20160601,150000,132.1500000,3338420
SBER,60,20160601,160000,131.7800000,9785240
SBER,60,20160601,170000,131.6500000,9310450
SBER,60,20160601,180000,131.3600000,12968240
SBER,60,20160602,100000,131.4900000,14710700
SBER,60,20160602,110000,131.6200000,3363880
SBER,60,20160602,120000,131.3900000,2241200
SBER,60,20160602,130000,131.7500000,3075080
SBER,60,20160602,140000,132.0300000,6611220
SBER,60,20160602,150000,131.0900000,6497380
SBER,60,20160602,160000,130.7200000,7940510
SBER,60,20160602,170000,131.7400000,7295430
SBER,60,20160602,180000,132.3000000,12175140
SBER,60,20160603,100000,133.3700000,10219880
SBER,60,20160603,110000,133.4500000,9198200
SBER,60,20160603,120000,132.6600000,7743100
SBER,60,20160603,130000,132.3000000,2936950
SBER,60,20160603,140000,132.0300000,5404920
SBER,60,20160603,150000,131.9600000,10186600
SBER,60,20160603,160000,131.4300000,12003730
SBER,60,20160603,170000,131.7800000,5244390
SBER,60,20160603,180000,131.5900000,5192310
SBER,60,20160606,100000,133.9900000,11564790
SBER,60,20160606,110000,133.9900000,7232150
SBER,60,20160606,120000,134.5800000,6702880
SBER,60,20160606,130000,134.1700000,4692140
SBER,60,20160606,140000,133.7400000,3387690
SBER,60,20160606,150000,134.0000000,3465550
SBER,60,20160606,160000,134.4900000,3337890
SBER,60,20160606,170000,134.3500000,3670960
SBER,60,20160606,180000,133.9900000,4577200
SBER,60,20160607,100000,137.3300000,26179240
SBER,60,20160607,110000,137.9800000,18011860
SBER,60,20160607,120000,137.7100000,6329070
SBER,60,20160607,130000,138.3200000,7356880
SBER,60,20160607,140000,138.8200000,11320560
SBER,60,20160607,150000,139.0700000,6426320
SBER,60,20160607,160000,139.8300000,11743440
SBER,60,20160607,170000,139.0700000,7007290
SBER,60,20160607,180000,139.9700000,6741500
SBER,60,20160608,100000,140.8300000,25472190
SBER,60,20160608,110000,139.8900000,13462530
SBER,60,20160608,120000,139.8600000,3986440
SBER,60,20160608,130000,138.7500000,7768970
SBER,60,20160608,140000,138.8000000,5942950
SBER,60,20160608,150000,138.4900000,4079910
SBER,60,20160608,160000,137.8000000,9035550
SBER,60,20160608,170000,137.9000000,9538090
SBER,60,20160608,180000,139.3900000,9054220
SBER,60,20160609,100000,137.7200000,11385720
SBER,60,20160609,110000,137.9400000,5500810
SBER,60,20160609,120000,138.1200000,3350050
SBER,60,20160609,130000,137.7100000,4809000
SBER,60,20160609,140000,138.6100000,4154020
SBER,60,20160609,150000,139.6600000,8058140
SBER,60,20160609,160000,140.2200000,6719040
SBER,60,20160609,170000,138.9800000,6446130
SBER,60,20160609,180000,139.6100000,6142390
SBER,60,20160610,100000,136.8500000,12048870
SBER,60,20160610,110000,136.1900000,6319500
SBER,60,20160610,120000,136.4900000,3404740
SBER,60,20160610,130000,136.2000000,5751370
SBER,60,20160610,140000,135.1900000,7381210
SBER,60,20160610,150000,135.0000000,5831570
SBER,60,20160610,160000,135.0100000,4357410
SBER,60,20160610,170000,133.7300000,10207050
SBER,60,20160610,180000,133.5000000,9179280
SBER,60,20160614,100000,129.9100000,29912660
SBER,60,20160614,110000,128.6100000,17082680
SBER,60,20160614,120000,127.7200000,15667900
SBER,60,20160614,130000,127.1800000,8516320
SBER,60,20160614,140000,127.0900000,6389430
SBER,60,20160614,150000,127.8600000,6197580
SBER,60,20160614,160000,127.1400000,9391790
SBER,60,20160614,170000,126.5800000,8716730
SBER,60,20160614,180000,127.0800000,7342690
SBER,60,20160615,100000,128.5300000,13678520
SBER,60,20160615,110000,129.2400000,12534990
SBER,60,20160615,120000,129.3400000,7811490
SBER,60,20160615,130000,129.4000000,6361690
SBER,60,20160615,140000,129.7200000,3184180
SBER,60,20160615,150000,129.1200000,14012730
SBER,60,20160615,160000,128.8200000,7339620
SBER,60,20160615,170000,129.7300000,9943950
SBER,60,20160615,180000,129.8900000,5424090
SBER,60,20160616,100000,127.5400000,14649500
SBER,60,20160616,110000,126.3300000,12619240
SBER,60,20160616,120000,126.8600000,8430650
SBER,60,20160616,130000,126.8300000,3081550
SBER,60,20160616,140000,126.8500000,3730410
SBER,60,20160616,150000,126.6500000,6148970
SBER,60,20160616,160000,126.0000000,4673830
SBER,60,20160616,170000,126.3900000,5108870
SBER,60,20160616,180000,127.1000000,8643010
SBER,60,20160617,100000,129.0500000,13027780
SBER,60,20160617,110000,130.2600000,10041010
SBER,60,20160617,120000,130.1700000,6998680
SBER,60,20160617,130000,129.8800000,4003640
SBER,60,20160617,140000,130.2300000,4720030
SBER,60,20160617,150000,130.1100000,4490610
SBER,60,20160617,160000,130.0000000,5071210
SBER,60,20160617,170000,130.2900000,4334840
SBER,60,20160617,180000,128.7000000,14011900
SBER,60,20160620,100000,132.2900000,11745930
SBER,60,20160620,110000,133.1000000,7485840
SBER,60,20160620,120000,133.2000000,6657640
SBER,60,20160620,130000,133.0000000,3328270
SBER,60,20160620,140000,133.2200000,1824770
SBER,60,20160620,150000,132.7800000,2632770
SBER,60,20160620,160000,132.9000000,2263770
SBER,60,20160620,170000,132.5700000,7501600
SBER,60,20160620,180000,132.1300000,4189810
SBER,60,20160621,100000,130.9100000,11484700
SBER,60,20160621,110000,131.0500000,4667350
SBER,60,20160621,120000,132.7300000,7391730
SBER,60,20160621,130000,132.4000000,5132780
SBER,60,20160621,140000,131.3100000,4573610
SBER,60,20160621,150000,131.7700000,3468910
SBER,60,20160621,160000,131.6700000,1721430
SBER,60,20160621,170000,133.2900000,6073050
SBER,60,20160621,180000,133.3900000,7884300
SBER,60,20160622,100000,134.3600000,10866910
SBER,60,20160622,110000,134.0900000,4318690
SBER,60,20160622,120000,135.0500000,4547040
SBER,60,20160622,130000,134.6500000,3507240
SBER,60,20160622,140000,134.4900000,2023180
SBER,60,20160622,150000,134.1900000,2979950
SBER,60,20160622,160000,134.7100000,4278000
SBER,60,20160622,170000,134.9900000,8046960
SBER,60,20160622,180000,134.8100000,4758360
SBER,60,20160623,100000,135.4600000,10883720
